ID,fakenews1,fakenews2,fakenews3,fnsce_press,fnsce_politician,fnsce_citizen,fnsce_enemy,fnsce_ngo,fnsce_mag,fnsce_tv,fnsce_internet,fnsce_mobile,fnsce_nbr,fndt_gov,fndt_con,fndt_dem,fndt_pln,fndt_press,fn_self,fn_other,fncheck_friend,fncheck_book,fncheck_expert,fncheck_factcheck,fnrespond1,fnrespond_2,fnrespond_3,fnrespond_4,fn_edu,v_o_1,v_o_2,v_o_3,v_o_4,v_o_5,v_o_6,fc,fc_usage,fc_power,tfc,tfc_power,fnresponsibility_src,fnresponsibility_press,fnresponsibility_official,fnresponsibility_platform,fnresponsibility_citizen,fnlaws,fn_gov,fn_tech,party,pan,city,sex,age,edu,job,job_other,incomelevel,classlevel,monthincome_self,monthincome_family,father,father_other,mother,mother_other,partner,partner_other,carlis,motorlis,CDC,vaccines,@2024president,dppscore,kmtscore,tppscore,nppscore,tspscore,pfpscore,npscore,partyhate,@2024partyhate,@2024presidenthate,tsaiscore,laiscore,chuscore,houscore,koscore,usascore,chinascore,taiwanese,chinese,ethic,sovereignty,cultrue
DSULGMX,有,經常,非常嚴重,每天,每天,每天,每天,每天,每天,每天,每天,每天,每天,沒有改變,減少,減少,減少,減少,不會,絕對會,有,有,有,有,有,有,有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,事實陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,非常有責任,非常有責任,非常有責任,應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,沒有政黨偏好,接近泛綠,桃園市,女,45-49,大專（專科與大學）,技術工（泥水匠、麵包師傅、裁縫、板金、修理電器）,,4.0,4.0,2萬元-4萬元(含),2萬元-4萬元(含),本省閩南人,,本省閩南人,,未婚,,有,沒有,沒有,阿斯特捷利康疫苗（AZ）,鄭文燦,2.0,1.0,1.0,1.0,1.0,1.0,1.0,中國國民黨,台灣民眾黨、中國國民黨,江啟臣、朱立倫、侯友宜、林佳龍、郭台銘、韓國瑜,10.0,4.0,1.0,3.0,2.0,10.0,1.0,非常深,非常不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
EUTOUTL,有,每天,非常嚴重,每天,每天,每天,每天,每天,每天,每天,每天,每天,每天,減少,減少,減少,減少,減少,絕對會,絕對會,有,沒有,沒有,沒有,有,沒有,沒有,沒有,非常需要,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,一點也沒公信力,知道 (回答Q16a),一點也沒公信力,非常有責任,非常有責任,非常有責任,非常有責任,非常有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,中國國民黨,非常接近泛藍,台北市,女,35-39,研究所及以上,中小學、特教、幼稚園教師,,4.0,4.0,4萬元-6萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,沒有,沒有,有,阿斯特捷利康疫苗（AZ）,郭台銘,1.0,10.0,6.0,1.0,1.0,1.0,1.0,民主進步黨,民主進步黨,鄭文燦,1.0,1.0,6.0,6.0,5.0,1.0,10.0,非常不深,非常深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,非常喜歡
JEGETGW,有,經常,嚴重,經常,偶而,經常,偶而,經常,偶而,經常,每天,每天,偶而,減少,減少,減少,減少,減少,會,會,沒有,沒有,沒有,沒有,有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,從未使用,有公信力,不知道 (進入Q17),,非常有責任,非常有責任,有責任,非常有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,台南市,女,20-24,大專（專科與大學）,服務及買賣工作人員（商人、廚師、理容、服務生、保母、警衛、售貨）,,2.0,5.0,2萬元-4萬元(含),6萬元-8萬元(含),本省閩南人,,本省閩南人,,未婚,,沒有,有,沒有,阿斯特捷利康疫苗（AZ）,陳其邁,5.0,1.0,4.0,2.0,2.0,2.0,2.0,中國國民黨,台灣民眾黨、中國國民黨,韓國瑜、郭台銘,5.0,5.0,3.0,4.0,3.0,6.0,2.0,非常深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
KLZXHYF,有,偶而,嚴重,經常,經常,偶而,經常,經常,經常,經常,經常,經常,從未散播,減少,減少,減少,減少,減少,絕對會,絕對會,沒有,沒有,沒有,沒有,沒有,沒有,沒有,沒有,非常需要,事實陳述,意見陳述,意見陳述,意見陳述,事實陳述,意見陳述,不知道,偶而,沒公信力,不知道 (進入Q17),,非常有責任,非常有責任,非常有責任,非常有責任,有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,中國國民黨,接近泛藍,彰化縣,女,35-39,大專（專科與大學）,家管,,1.0,1.0,2萬元含以下,2萬元含以下,本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,阿斯特捷利康疫苗（AZ）,侯友宜,5.0,10.0,5.0,1.0,1.0,3.0,5.0,時代力量、台灣基進、民主進步黨,民主進步黨,林佳龍,1.0,2.0,8.0,10.0,7.0,6.0,1.0,深,非常不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
NXRLHLJ,有,偶而,嚴重,經常,經常,偶而,經常,偶而,偶而,經常,每天,每天,經常,減少,減少,減少,減少,減少,不會,會,有,沒有,有,有,有,有,沒有,沒有,非常需要,事實陳述,意見陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,非常有責任,有責任,有責任,非常應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,新北市,男,40-44,高中、高職,一般專業人員（如一般工程師、記者、護士）,,4.0,3.0,2萬元-4萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,侯友宜,3.0,2.0,5.0,7.0,5.0,4.0,4.0,親民黨、新黨,中國國民黨、民主進步黨,鄭文燦、韓國瑜、賴清德、陳其邁、林佳龍、江啟臣,5.0,3.0,5.0,8.0,7.0,10.0,1.0,非常深,非常不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
AUQIJNE,有,偶而,非常嚴重,每天,每天,偶而,經常,每天,經常,經常,經常,經常,偶而,減少,減少,減少,減少,減少,會,會,沒有,有,有,沒有,有,沒有,沒有,沒有,非常需要,事實陳述,意見陳述,意見陳述,意見陳述,事實陳述,意見陳述,知道,偶而,一點也沒公信力,知道 (回答Q16a),沒公信力,非常有責任,非常有責任,非常有責任,非常有責任,有責任,非常不應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,民主進步黨,非常接近泛綠,台南市,女,35-39,大專（專科與大學）,一般專業人員（如一般工程師、記者、護士）,,3.0,3.0,4萬元-6萬元(含),4萬元-6萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,有,高端疫苗（Medigen）,林佳龍,3.0,3.0,1.0,1.0,1.0,1.0,1.0,時代力量、台灣民眾黨、中國國民黨,中國國民黨、台灣民眾黨,柯文哲、侯友宜、韓國瑜、郭台銘,8.0,8.0,3.0,3.0,4.0,7.0,3.0,深,不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
MQOFWKI,有,偶而,嚴重,經常,經常,經常,經常,經常,經常,偶而,偶而,經常,偶而,沒有改變,沒有改變,減少,沒有改變,沒有改變,會,會,有,有,沒有,有,有,有,沒有,有,有點需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,沒有責任,有責任,有責任,沒有責任,有責任,應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,台灣民眾黨,接近泛綠,宜蘭縣,男,20-24,研究所及以上,中小學、特教、幼稚園教師,,6.0,5.0,6萬元-8萬元(含),14萬元-16萬元(含),本省閩南人,,本省客家人,,未婚,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,賴清德,8.0,1.0,3.0,3.0,2.0,3.0,2.0,中國國民黨,中國國民黨,韓國瑜,7.0,8.0,5.0,5.0,7.0,9.0,2.0,深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,非常不喜歡
WLZKPEJ,有,偶而,嚴重,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,減少,減少,減少,減少,減少,會,會,有,沒有,沒有,沒有,有,有,有,有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,有責任,有責任,有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,民主進步黨,接近泛綠,台北市,女,35-39,研究所及以上,一般專業人員（如一般工程師、記者、護士）,,7.0,8.0,4萬元-6萬元(含),12萬元-14萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,沒有,有,阿斯特捷利康疫苗（AZ）,侯友宜,9.0,5.0,6.0,5.0,7.0,6.0,8.0,台灣基進,民主進步黨,鄭文燦,7.0,7.0,7.0,7.0,7.0,8.0,7.0,深,不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
BNTKEQO,有,經常,非常嚴重,經常,每天,偶而,偶而,偶而,從未散播,經常,經常,偶而,偶而,減少,沒有改變,沒有改變,減少,減少,會,會,有,沒有,有,沒有,有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,不知道,從未使用,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,有責任,非常有責任,有責任,非常應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,台北市,女,70及以上,國小及以下,家管,,3.0,5.0,2萬元含以下,8萬元-10萬元(含),不清楚,,不清楚,,本省客家人,,沒有,沒有,沒有,莫德納疫苗（Moderna）,賴清德,8.0,1.0,1.0,3.0,10.0,5.0,1.0,中國國民黨、新黨,台灣民眾黨、中國國民黨,韓國瑜、朱立倫、柯文哲,10.0,9.0,2.0,5.0,1.0,8.0,2.0,深,不深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
YEOXCOO,有,每天,嚴重,每天,每天,偶而,每天,每天,每天,每天,每天,每天,偶而,減少,沒有改變,減少,減少,減少,會,絕對會,有,有,有,沒有,沒有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,事實陳述,事實陳述,不知道,從未使用,有公信力,不知道 (進入Q17),,非常有責任,非常有責任,非常有責任,非常有責任,有責任,應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,民主進步黨,接近泛綠,屏東縣,女,20-24,大專（專科與大學）,一般專業人員（如一般工程師、記者、護士）,,5.0,5.0,4萬元-6萬元(含),8萬元-10萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,沒有,阿斯特捷利康疫苗（AZ）,柯文哲,3.0,1.0,5.0,5.0,4.0,4.0,4.0,中國國民黨、民主進步黨,中國國民黨、民主進步黨,韓國瑜,3.0,3.0,2.0,5.0,6.0,5.0,1.0,非常深,非常不深,兩岸人民是不同的民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
FZYVTFU,有,偶而,非常嚴重,經常,經常,偶而,經常,經常,經常,經常,經常,經常,經常,減少,減少,減少,減少,減少,絕對會,絕對會,有,沒有,有,有,有,沒有,有,沒有,非常需要,事實陳述,意見陳述,意見陳述,意見陳述,事實陳述,意見陳述,不知道,從未使用,沒公信力,不知道 (進入Q17),,非常有責任,非常有責任,非常有責任,非常有責任,有責任,非常應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,台灣民眾黨,接近泛藍,彰化縣,女,35-39,大專（專科與大學）,家管,,1.0,1.0,2萬元含以下,2萬元含以下,本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,阿斯特捷利康疫苗（AZ）,侯友宜,1.0,10.0,5.0,1.0,1.0,4.0,2.0,民主進步黨、台灣基進、時代力量,民主進步黨,林佳龍,1.0,2.0,7.0,10.0,6.0,5.0,1.0,深,非常不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,喜歡
GHHVAOS,有,偶而,非常嚴重,偶而,偶而,經常,經常,偶而,偶而,偶而,每天,經常,偶而,減少,減少,減少,減少,減少,不會,會,有,有,沒有,有,有,沒有,沒有,沒有,非常需要,事實陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),有公信力,非常有責任,非常有責任,有責任,非常有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,台灣民眾黨,接近泛綠,台北市,女,20-24,大專（專科與大學）,其他,學生,3.0,5.0,2萬元含以下,12萬元-14萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,沒有,輝瑞 BioNTech 疫苗（BNT）,柯文哲,5.0,3.0,9.0,3.0,2.0,3.0,3.0,台灣基進、親民黨、新黨,中國國民黨,韓國瑜、朱立倫、郭台銘、江啟臣,5.0,4.0,2.0,5.0,8.0,6.0,1.0,非常深,不深,兩岸人民同屬中華民族,台灣是台灣，中國是中國，彼此互不隸屬,不喜歡
HXJTMXG,有,偶而,嚴重,經常,經常,偶而,偶而,偶而,偶而,經常,經常,經常,偶而,減少,減少,減少,減少,沒有改變,會,會,沒有,沒有,沒有,有,沒有,沒有,沒有,沒有,有點需要,意見陳述,事實陳述,事實陳述,意見陳述,意見陳述,意見陳述,知道,偶而,有公信力,不知道 (進入Q17),,有責任,有責任,非常有責任,非常有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛藍,台中市,男,45-49,研究所及以上,技術員及助理專業人員（工程技術員、代書、藥劑生、推銷保險）,,3.0,3.0,4萬元-6萬元(含),6萬元-8萬元(含),大陸各省市,,本省閩南人,,本省閩南人,,有,有,有,輝瑞 BioNTech 疫苗（BNT）,柯文哲,3.0,4.0,6.0,3.0,3.0,3.0,4.0,時代力量,民主進步黨,韓國瑜,2.0,5.0,5.0,7.0,7.0,5.0,6.0,深,非常深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,非常喜歡
ECUAJFW,有,偶而,嚴重,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,偶而,減少,減少,減少,減少,減少,會,會,沒有,沒有,沒有,沒有,沒有,沒有,沒有,沒有,有點需要,意見陳述,事實陳述,事實陳述,事實陳述,事實陳述,事實陳述,不知道,從未使用,沒公信力,不知道 (進入Q17),,有責任,有責任,有責任,有責任,有責任,應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,中國國民黨,非常接近泛藍,新北市,男,60-64,大專（專科與大學）,機械設備操作工及裝配工（含司機）,,6.0,5.0,2萬元-4萬元(含),6萬元-8萬元(含),本省閩南人,,本省閩南人,,本省閩南人,,有,有,沒有,莫德納疫苗（Moderna）,侯友宜,1.0,8.0,3.0,1.0,1.0,3.0,1.0,民主進步黨、新黨、台灣基進、時代力量,民主進步黨,林佳龍、賴清德、鄭文燦、陳其邁、郭台銘,1.0,1.0,8.0,9.0,6.0,5.0,1.0,深,不深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,不喜歡
JFCOGEY,有,偶而,嚴重,偶而,經常,偶而,偶而,偶而,偶而,經常,經常,經常,偶而,增加,沒有改變,沒有改變,減少,減少,不會,會,有,沒有,有,有,有,有,沒有,沒有,非常需要,事實陳述,事實陳述,意見陳述,事實陳述,意見陳述,意見陳述,知道,偶而,有公信力,知道 (回答Q16a),非常有公信力,有責任,有責任,有責任,非常有責任,沒有責任,應該,即使在網路散播假消息，人民在網路上的言論自由也應該獲得保障。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,民主進步黨,接近泛綠,澎湖縣,女,25-29,大專（專科與大學）,職業軍/警/消/勤務人員,,6.0,7.0,4萬元-6萬元(含),12萬元-14萬元(含),本省閩南人,,本省閩南人,,未婚,,有,有,有,阿斯特捷利康疫苗（AZ）,侯友宜,7.0,2.0,4.0,5.0,3.0,2.0,1.0,新黨,中國國民黨,韓國瑜,7.0,8.0,3.0,7.0,4.0,7.0,3.0,深,不深,兩岸人民同屬中華民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
KRJBGRC,有,經常,嚴重,偶而,經常,經常,經常,經常,經常,經常,經常,經常,經常,減少,減少,沒有改變,沒有改變,減少,會,會,沒有,沒有,沒有,沒有,有,有,沒有,沒有,有點需要,事實陳述,事實陳述,事實陳述,意見陳述,事實陳述,意見陳述,知道,偶而,沒公信力,知道 (回答Q16a),一點也沒公信力,有責任,有責任,有責任,有責任,有責任,應該,即使損害人民的言論自由，政府也應該限制假消息在網路傳播。,即使損害人民的言論自由，科技公司（臉書、Line等）也應該限制假消息在網路傳播。,沒有政黨偏好,接近泛綠,彰化縣,女,60-64,初中、國中,失業/待業,,5.0,6.0,2萬元-4萬元(含),4萬元-6萬元(含),本省客家人,,本省客家人,,本省閩南人,,沒有,有,沒有,輝瑞 BioNTech 疫苗（BNT）,其他,4.0,3.0,2.0,2.0,1.0,3.0,1.0,台灣基進、台灣民眾黨、中國國民黨,中國國民黨、台灣民眾黨,侯友宜,2.0,2.0,3.0,2.0,4.0,5.0,4.0,非常深,不深,兩岸人民是不同的民族,台灣是中華民國，中國是中華人民共和國，彼此互不隸屬,喜歡
